"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"model.nlogox"
"FSI-threshold-check"
"07/25/2026 15:56:20:404 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","government-intervention?","fsi-threshold","rho","panic-rate","fertilizer-shock","fuel-shock","[step]","bullwhip-ratio-farmer","bullwhip-ratio-retailer","[food-security-index] of one-of governments"
"283","false","0.6","0.1","1.02","0.627","0.75","106","74.59132955384764","29.468842209063855","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","113","74.69313864497019","21.308874998381572","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","107","74.5838850808109","29.492261962576336","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","114","74.82524711311162","21.4013262867981","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","108","74.94238339758046","29.7447576069072","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","115","74.42067346614006","21.45745570152113","0.35268750000000004"
"283","false","0.6","0.1","1.02","0.627","0.75","109","73.23616333315337","29.026132458690544","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","116","74.62267944681692","21.52089035761402","0.35268750000000004"
"283","false","0.6","0.1","1.02","0.627","0.75","110","70.02413905926652","27.70467016731293","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","117","74.37861406225515","21.836704426724467","0.35268750000000004"
"283","false","0.6","0.1","1.02","0.627","0.75","111","70.40475664660417","27.927821103874415","0.3235357874206666"
"284","false","0.6","0.1","1.02","0.627","0.75","118","74.91659352253639","21.742614681747977","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","112","70.26048962392554","27.96837360251037","0.3235357874206666"
"284","false","0.6","0.1","1.02","0.627","0.75","119","74.73176294624545","21.80164374658137","0.35268750000000004"
"283","false","0.6","0.1","1.02","0.627","0.75","113","70.58534890871219","28.843924136265105","0.3235357874206666"
"284","false","0.6","0.1","1.02","0.627","0.75","120","74.86157456595939","21.79035030563928","0.30095606355244664"
"283","false","0.6","0.1","1.02","0.627","0.75","114","70.3461226322616","28.76342828707302","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","121","74.87429228126587","22.100310570891118","0.2972574748759584"
"283","false","0.6","0.1","1.02","0.627","0.75","115","68.66434569912454","28.287490244320885","0.35268750000000004"
"284","false","0.6","0.1","1.02","0.627","0.75","122","74.837716714976","22.281142061363365","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","116","68.0834877709976","28.002518562493073","0.3157686165500416"
"284","false","0.6","0.1","1.02","0.627","0.75","123","74.96204356461155","22.430985261384645","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","117","68.38577364932642","28.265875329578446","0.3157686165500416"
"284","false","0.6","0.1","1.02","0.627","0.75","124","76.15469308678803","23.254435948916406","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","118","63.95674927186762","26.4005234913003","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","125","76.00021304436403","23.14448533034897","0.34578394072432445"
"284","false","0.6","0.1","1.02","0.627","0.75","126","76.18005674224045","23.307455585899753","0.46334644072432446"
"283","false","0.6","0.1","1.02","0.627","0.75","119","62.24069138016379","25.77739397537687","0.33064447915578693"
"284","false","0.6","0.1","1.02","0.627","0.75","127","76.25801485104563","23.24911786713451","0.5809089407243244"
"283","false","0.6","0.1","1.02","0.627","0.75","120","61.696254574759365","25.597249529073668","0.3000756025889458"
"284","false","0.6","0.1","1.02","0.627","0.75","128","76.21515363880548","23.349343496214583","0.4314242033220828"
"283","false","0.6","0.1","1.02","0.627","0.75","121","61.74631651859625","25.826059418863732","0.3000756025889458"
"283","false","0.6","0.1","1.02","0.627","0.75","122","61.80048802678666","25.95294120427379","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","129","76.83231947795689","23.460629617723377","0.4314242033220828"
"283","false","0.6","0.1","1.02","0.627","0.75","123","61.777285139863146","26.11478269237321","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","130","76.59652138401253","23.320813241416932","0.4314242033220828"
"283","false","0.6","0.1","1.02","0.627","0.75","124","62.21263168670131","26.988772513786824","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","131","73.97174321630858","22.496662919511373","0.4314242033220828"
"283","false","0.6","0.1","1.02","0.627","0.75","125","62.465082543706224","27.03646763456862","0.31614449840437575"
"284","false","0.6","0.1","1.02","0.627","0.75","132","73.40456167455497","22.24575666107326","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","126","62.22626089187035","27.011857673444442","0.43370699840437577"
"284","false","0.6","0.1","1.02","0.627","0.75","133","73.43719414678772","22.355637796148216","0.35268750000000004"
"283","false","0.6","0.1","1.02","0.627","0.75","127","60.49012374190627","26.40614613180416","0.5087519143628872"
"284","false","0.6","0.1","1.02","0.627","0.75","134","73.54908728845774","22.332352109123605","0.27921613591045763"
"283","false","0.6","0.1","1.02","0.627","0.75","128","62.48070084407569","26.395265609861358","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","135","72.9653569128319","22.954021535587216","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","129","62.64003479574718","26.572345500129018","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","136","72.97637953138454","23.13678164214159","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","130","62.9099129242137","26.59054991345719","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","137","72.43499433287967","23.141850713020343","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","131","62.85925126474064","26.728617318157532","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","138","72.45449328885822","23.60497036105924","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","132","61.29740347799073","26.015365919627033","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","139","72.37595866578033","23.456819265436806","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","133","61.38741270186847","26.19372717575465","0.35268750000000004"
"284","false","0.6","0.1","1.02","0.627","0.75","140","71.79314475682844","23.405166909360005","0.26511277157631824"
"283","false","0.6","0.1","1.02","0.627","0.75","134","60.11524688360434","25.56656633760217","0.2848746650792617"
"284","false","0.6","0.1","1.02","0.627","0.75","141","71.22521646051158","23.31371101409911","0.38267527157631825"
"283","false","0.6","0.1","1.02","0.627","0.75","135","60.123237013409714","25.47511618711237","0.2848746650792617"
"284","false","0.6","0.1","1.02","0.627","0.75","142","71.2011299673121","23.389113178483743","0.37558482586321396"
"283","false","0.6","0.1","1.02","0.627","0.75","136","60.35840246294026","25.64890370469185","0.2744423522380215"
"284","false","0.6","0.1","1.02","0.627","0.75","143","72.02005049277813","23.26019674941607","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","137","59.6004796172868","25.342432753008733","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","144","69.47592919313526","22.59876276063714","0.27735647999787827"
"283","false","0.6","0.1","1.02","0.627","0.75","138","60.40012163635855","25.047498884317694","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","145","69.48655270061134","22.69028303574091","0.27735647999787827"
"283","false","0.6","0.1","1.02","0.627","0.75","139","58.182192996025904","24.270952411201108","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","146","69.00520361937868","22.872460246272826","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","140","58.376979207544274","24.420506453072193","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","147","66.98876138807987","22.19595491335323","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","141","57.31257014861407","24.694058435457237","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","148","66.7765261273233","22.26360481229122","0.33763205502447874"
"283","false","0.6","0.1","1.02","0.627","0.75","142","57.32679562947901","24.720459860194666","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","149","66.59062229070578","22.21958337259922","0.2853787660726525"
"283","false","0.6","0.1","1.02","0.627","0.75","143","57.7532975777191","24.878974784020375","0.30685712988132374"
"284","false","0.6","0.1","1.02","0.627","0.75","150","66.42037659547498","22.242105750664628","0.23566232328707112"
"283","false","0.6","0.1","1.02","0.627","0.75","144","57.92481109315378","24.88648865982374","0.28058288977885504"
"284","false","0.6","0.1","1.02","0.627","0.75","151","66.38796241113293","22.385268586733584","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","145","57.89658084397972","24.8182275543464","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","152","65.313152740639","22.02836359580992","0.3061623938282219"
"283","false","0.6","0.1","1.02","0.627","0.75","146","56.988662613698615","24.558913988852265","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","153","66.38079148166885","22.346601422622815","0.23512500000000003"
"262","false","0.6","0.1","1.02","0.627","0.75","30","82.28012894241478","20.49016604618277","0.4595784173879305"
"283","false","0.6","0.1","1.02","0.627","0.75","147","56.321839557754615","24.24736439034177","0.35268750000000004"
"284","false","0.6","0.1","1.02","0.627","0.75","154","66.4823133343143","22.337467074358866","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","148","59.163374735434594","24.354687747202824","0.23512500000000003"
"284","false","0.6","0.1","1.02","0.627","0.75","155","66.67299943407357","22.483035050169057","0.35101306859652914"
"284","false","0.6","0.1","1.02","0.627","0.75","156","66.8811192328269","22.686020126740512","0.45317326666438373"
"283","false","0.6","0.1","1.02","0.627","0.75","149","59.013878611057116","24.235734304288517","0.23512500000000003"
"283","false","0.6","0.1","1.02","0.627","0.75","150","59.203570830268475","24.381051530618606","0.25830023484668446"
"283","false","0.6","0.1","1.02","0.627","0.75","151","59.40314466982222","24.393938567447144","0.25830023484668446"
"285","false","0.6","0.1","1.02","0.627","0.75","0","0","0","1"
"283","false","0.6","0.1","1.02","0.627","0.75","152","59.9938191280614","25.271127286584864","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","1","0","0","0.9458544708498116"
"283","false","0.6","0.1","1.02","0.627","0.75","153","60.82900138013105","25.373132900063666","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","2","0","0","0.8175830448009972"
"283","false","0.6","0.1","1.02","0.627","0.75","154","60.28940683056215","25.21066006384618","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","3","0","0","0.7514016254241741"
"285","false","0.6","0.1","1.02","0.627","0.75","4","0","0","0.7514016254241741"
"283","false","0.6","0.1","1.02","0.627","0.75","155","59.822602483706035","24.931599671272807","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","5","0","0","0.9044109884182316"
"283","false","0.6","0.1","1.02","0.627","0.75","156","60.024835080049634","24.94009909384243","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","6","0","0","0.7736069444238914"
"285","false","0.6","0.1","1.02","0.627","0.75","7","0","0","0.7736069444238914"
"285","false","0.6","0.1","1.02","0.627","0.75","8","0","0","0.7736069444238914"
"286","false","0.6","0.1","1.02","0.627","0.75","0","0","0","1"
"285","false","0.6","0.1","1.02","0.627","0.75","9","0","0","0.7736069444238914"
"286","false","0.6","0.1","1.02","0.627","0.75","1","0","0","0.8851129165409191"
"285","false","0.6","0.1","1.02","0.627","0.75","10","0","0","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","2","0","0","0.8131305273492643"
"285","false","0.6","0.1","1.02","0.627","0.75","11","0","0","0.5843382054562554"
"286","false","0.6","0.1","1.02","0.627","0.75","3","0","0","0.6874189765566913"
"285","false","0.6","0.1","1.02","0.627","0.75","12","52.144920313267846","12.735506185708125","0.5843382054562554"
"286","false","0.6","0.1","1.02","0.627","0.75","4","0","0","0.6874189765566913"
"286","false","0.6","0.1","1.02","0.627","0.75","5","0","0","0.9374189765566913"
"285","false","0.6","0.1","1.02","0.627","0.75","13","48.196736818012845","14.810631380736842","0.5843382054562554"
"286","false","0.6","0.1","1.02","0.627","0.75","6","0","0","0.8888358309286739"
"285","false","0.6","0.1","1.02","0.627","0.75","14","48.20860878072694","15.720883456315628","0.5173349206392464"
"286","false","0.6","0.1","1.02","0.627","0.75","7","0","0","0.7163809389665035"
"285","false","0.6","0.1","1.02","0.627","0.75","15","54.06733116428175","12.911191479571837","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","8","0","0","0.7163809389665035"
"285","false","0.6","0.1","1.02","0.627","0.75","16","54.33461493812496","18.24552800555986","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","9","0","0","0.7163809389665035"
"285","false","0.6","0.1","1.02","0.627","0.75","17","55.82573036432547","18.42825818865494","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","10","0","0","0.5717804267032753"
"285","false","0.6","0.1","1.02","0.627","0.75","18","52.469082298599396","18.002763917214693","0.41730778562119"
"286","false","0.6","0.1","1.02","0.627","0.75","11","0","0","0.5"
"285","false","0.6","0.1","1.02","0.627","0.75","19","50.81186322362937","17.860570050666897","0.5740577856211899"
"286","false","0.6","0.1","1.02","0.627","0.75","12","28.793230461763727","6.053243920025142","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","13","26.342274285380434","7.429150747086776","0.5"
"285","false","0.6","0.1","1.02","0.627","0.75","20","66.06233646563354","18.293226208356593","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","14","24.227245464347856","6.928814174985137","0.5381518415713004"
"285","false","0.6","0.1","1.02","0.627","0.75","21","50.07466593640062","14.257846446722294","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","15","20.56730556963857","6.436845370682201","0.5532971068007649"
"285","false","0.6","0.1","1.02","0.627","0.75","22","49.09643940232173","13.80442726391878","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","16","19.908044919666036","6.264446203040469","0.7447474657063994"
"285","false","0.6","0.1","1.02","0.627","0.75","23","49.96308760859362","14.858908935661333","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","17","43.00831528493807","8.259441532108372","0.5"
"286","false","0.6","0.1","1.02","0.627","0.75","18","43.895939964758355","8.992449982961","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","24","49.40386305803815","15.013808692809395","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","19","43.95047112370456","9.483635816037973","0.3220545817660197"
"285","false","0.6","0.1","1.02","0.627","0.75","25","49.854828974072795","15.627091102263195","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","20","40.04498044926379","9.759646468760383","0.4033362473032867"
"286","false","0.6","0.1","1.02","0.627","0.75","21","40.5048231916846","9.724426346937301","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","26","53.40004954930746","14.695799068635411","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","22","48.336003723777324","10.350319602604873","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","27","53.43175956136306","14.41056087412952","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","23","49.11926748018425","10.361981470006171","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","28","53.74497276452283","14.965325769541366","0.4002642321380172"
"286","false","0.6","0.1","1.02","0.627","0.75","24","49.41994590116447","12.102670233715068","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","29","52.92873437540908","14.873066657107831","0.5570142321380172"
"286","false","0.6","0.1","1.02","0.627","0.75","25","48.70222271432841","12.568784380486889","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","30","55.56574111122499","15.497993732564236","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","26","49.231120209779206","13.121039813879651","0.47025"
"285","false","0.6","0.1","1.02","0.627","0.75","31","54.16280460779351","15.142498859963755","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","27","56.21752915985429","14.732983894477863","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","32","50.214946221288244","14.095974449488079","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","28","46.45643673977109","12.296936175812892","0.3514150555746718"
"285","false","0.6","0.1","1.02","0.627","0.75","33","47.539007099942495","15.003323438633192","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","29","44.476683052196925","12.073319409768258","0.43912163486815975"
"285","false","0.6","0.1","1.02","0.627","0.75","34","47.23728583284429","15.549024501365274","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","30","44.50222854919379","12.278267879247187","0.33818714274790346"
"285","false","0.6","0.1","1.02","0.627","0.75","35","47.53315024728221","16.114968696372262","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","31","44.92757341724672","12.333323408372186","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","36","60.36678153441322","17.10541606417262","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","32","48.363096724401224","12.623219857343422","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","37","59.17740025228026","16.53014813166972","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","33","48.78022599367407","12.596783238398974","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","38","59.964570800088914","17.111999261351894","0.4561984978736464"
"286","false","0.6","0.1","1.02","0.627","0.75","34","48.17829969150264","14.08978071868291","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","39","60.6128815408468","17.0816165406309","0.4898310467930406"
"286","false","0.6","0.1","1.02","0.627","0.75","35","47.2917425380231","14.294649066659574","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","40","63.27452122167407","18.646738829603848","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","36","46.760012799863986","14.40567516624783","0.47025"
"285","false","0.6","0.1","1.02","0.627","0.75","41","65.09938830946645","18.97388368632474","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","37","44.798490489754506","14.027993309412553","0.43191899541616596"
"285","false","0.6","0.1","1.02","0.627","0.75","42","64.70043957695141","19.147091194183616","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","38","41.13483985941367","12.829179802568662","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","43","64.60196496201151","22.907090485295434","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","39","40.059928315519066","12.746240083304214","0.32932700361073325"
"285","false","0.6","0.1","1.02","0.627","0.75","44","65.1048441242665","23.152165617802083","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","40","40.33878112538328","12.748904202481551","0.32932700361073325"
"285","false","0.6","0.1","1.02","0.627","0.75","45","65.22752840948527","23.594116775481503","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","41","40.20473653525792","13.646114826211912","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","42","42.94896702489275","13.658158471195522","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","46","69.48859133509505","23.738486686382323","0.36779827592461817"
"286","false","0.6","0.1","1.02","0.627","0.75","43","41.90938429665317","13.682512230461334","0.3280966416107641"
"285","false","0.6","0.1","1.02","0.627","0.75","47","68.26348797124123","23.064951031776793","0.36779827592461817"
"286","false","0.6","0.1","1.02","0.627","0.75","44","42.36154452098414","13.959024958642674","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","48","68.65059284118668","23.4556343143178","0.3837319509312968"
"286","false","0.6","0.1","1.02","0.627","0.75","45","42.055677986301475","14.124882921845119","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","49","67.0878597885422","23.046729490095945","0.37493380241344265"
"286","false","0.6","0.1","1.02","0.627","0.75","46","42.23428803910865","14.40091389847834","0.3692432329509576"
"285","false","0.6","0.1","1.02","0.627","0.75","50","69.83686539084415","23.28243071939405","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","47","41.885925554216975","14.617554062373843","0.49016498609791936"
"285","false","0.6","0.1","1.02","0.627","0.75","51","69.52995650335282","23.36440228069563","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","48","40.51271643672597","14.579186526178145","0.4243375566255766"
"285","false","0.6","0.1","1.02","0.627","0.75","52","66.39409361089477","22.528002498337745","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","49","40.788090788846084","14.58418719273758","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","53","66.23694154875832","23.33844829963013","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","50","39.69235368317946","14.450099531873967","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","54","66.6199751111092","23.338056648559053","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","51","39.69379879927675","14.611170475464487","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","55","63.34347691032141","22.62481067568967","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","52","39.64837077415282","14.820698079894813","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","56","63.341042348131516","22.680465872863753","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","53","39.565063368158874","14.965453665296115","0.4068748258471661"
"285","false","0.6","0.1","1.02","0.627","0.75","57","63.708882437414445","23.21880125481614","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","54","39.5372922315036","15.133518695539895","0.44657422775756317"
"285","false","0.6","0.1","1.02","0.627","0.75","58","64.09047902319536","23.262202593287217","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","55","41.323182469772675","16.778421181845488","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","59","64.25825872783807","23.52165434250464","0.45609460424929765"
"285","false","0.6","0.1","1.02","0.627","0.75","60","62.00535328707762","22.9793469149104","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","56","39.47193262456176","16.005741005617498","0.31658122635657404"
"285","false","0.6","0.1","1.02","0.627","0.75","61","58.25931268974673","21.58933794412278","0.3135"
"286","false","0.6","0.1","1.02","0.627","0.75","57","39.200209886550844","16.200269427257183","0.31658122635657404"
"285","false","0.6","0.1","1.02","0.627","0.75","62","54.92139920809392","20.51557358635218","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","58","39.55004462271545","16.18544227486889","0.3219943276546704"
"285","false","0.6","0.1","1.02","0.627","0.75","63","55.32479948281495","20.491281963887623","0.47025"
"286","false","0.6","0.1","1.02","0.627","0.75","59","38.16915174269704","16.263417178530904","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","64","53.83377718270114","19.932505149518388","0.3928648392730799"
"286","false","0.6","0.1","1.02","0.627","0.75","60","38.25335556281785","15.7939347419279","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","65","53.094491506805554","19.96219986011954","0.45411084952627545"
"286","false","0.6","0.1","1.02","0.627","0.75","61","37.926823996217045","15.789130669364736","0.42803139253822164"
"285","false","0.6","0.1","1.02","0.627","0.75","66","53.141499938117576","19.84694783395875","0.35258234153606666"
"286","false","0.6","0.1","1.02","0.627","0.75","62","38.004381644216494","16.101233691697043","0.42803139253822164"
"285","false","0.6","0.1","1.02","0.627","0.75","67","53.23786340115833","20.15629525400731","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","63","39.254066319734875","16.202576373284334","0.3135"
"285","false","0.6","0.1","1.02","0.627","0.75","68","53.39022364786583","20.351934685414342","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","64","35.40018724467095","14.734654805476323","0.46502255094720024"
"285","false","0.6","0.1","1.02","0.627","0.75","69","53.23703037705705","20.329633087290485","0.3317699691093651"
"286","false","0.6","0.1","1.02","0.627","0.75","65","35.49261179848002","14.947240821100602","0.46502255094720024"
"285","false","0.6","0.1","1.02","0.627","0.75","70","53.222232915335525","21.029795370775705","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","66","35.51351754514689","15.29011629156483","0.38664755094720027"
"285","false","0.6","0.1","1.02","0.627","0.75","71","53.50799242283755","21.04055729579199","0.3054744241310295"
"286","false","0.6","0.1","1.02","0.627","0.75","67","35.72238709640093","14.999770805828641","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","72","47.27553464980331","18.85170312768174","0.3164113127579854"
"286","false","0.6","0.1","1.02","0.627","0.75","68","35.89125954642782","15.207007066532611","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","73","47.68254569816584","19.52424313752862","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","69","36.14956042421901","15.272934830223962","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","74","47.86154361964314","19.47639241704299","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","70","36.353858832120544","15.421001827356589","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","75","47.7174856046338","19.681610175560476","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","71","36.43408468314747","15.651761144294442","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","72","36.251329849858934","15.807342566328696","0.35268750000000004"
"285","false","0.6","0.1","1.02","0.627","0.75","76","46.691830707643334","19.114575747786997","0.3401655268798879"
"285","false","0.6","0.1","1.02","0.627","0.75","77","46.71625703812417","19.579202629617477","0.33765360573505554"
"286","false","0.6","0.1","1.02","0.627","0.75","73","45.690592564983326","16.81992486357358","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","78","46.85547599641024","19.278331742530188","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","74","45.898276968871414","16.905371409639518","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","75","45.92311603046934","17.029044229395666","0.2844646989209559"
"285","false","0.6","0.1","1.02","0.627","0.75","79","46.89857625462613","19.509727977531337","0.3383461704565085"
"286","false","0.6","0.1","1.02","0.627","0.75","76","46.06702560828358","17.32431435498441","0.4020271989209559"
"285","false","0.6","0.1","1.02","0.627","0.75","80","46.8412285374965","20.599469090692995","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","81","46.99643260790927","20.560494042428775","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","77","46.15335633059776","17.3188006996549","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","82","47.318606482394244","20.807561167963787","0.35268750000000004"
"286","false","0.6","0.1","1.02","0.627","0.75","78","51.04902094149317","17.543919911966817","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","83","47.59108097060067","20.79830095222272","0.4157782097942235"
"286","false","0.6","0.1","1.02","0.627","0.75","79","51.25797448911093","17.5621961447934","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","84","48.47446349589273","20.793366304214917","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","80","51.5646009579557","18.00960126966458","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","85","48.64455554681448","20.982989576367526","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","81","51.57028348075878","18.01636181512911","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","86","48.817337914134455","20.958831292107533","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","82","51.45615624329464","18.101034685821546","0.35268750000000004"
"285","false","0.6","0.1","1.02","0.627","0.75","87","49.14221743530786","21.65258402560291","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","83","55.43391698838132","18.39075002961181","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","88","49.156897166744244","21.768448359167557","0.23512500000000003"
"286","false","0.6","0.1","1.02","0.627","0.75","84","55.07001057763767","18.479373944371318","0.23512500000000003"
"285","false","0.6","0.1","1.02","0.627","0.75","89","48.9899903067069","21.940331327292906","0.35268750000000004"
